,@detection-method,@first-seen,@id,@last-updated,@severity,@status,code->#text,code->@start-line,comments->comment->#text,comments->comment->@commenter,comments->comment->@time,cwe->#text,cwe->@href,cwe->@id,location->@path,location->@type,location->line->@end,location->line->@start,results->result->@creation-time,results->result->@detection-method,results->result->@hash,results->result->@id,results->result->@severity,results->result->cves->cve->@sequence-number,results->result->cves->cve->@year,results->result->cwe->#text,results->result->cwe->@href,results->result->cwe->@id,results->result->description->#text,results->result->description->@format,results->result->location->@path,results->result->location->@raw-path,results->result->location->@type,results->result->location->column->@end,results->result->location->column->@start,results->result->location->line->@end,results->result->location->line->@start,results->result->tool->@category,results->result->tool->@code,results->result->tool->@name,results->result->tool->rule->@code,results->result->tool->rule->@name,results->result->tool->rule->description->#text,results->result->tool->rule->description->@format,rule->@code,rule->@name,rule->description->#text,rule->description->@format,standards->standard->@name,standards->standard->@violation,escalated_predicted,escalated_values_predicted,escalated_binary_predicted
779,Static Analysis,2020-05-18T14:51:00-04:00,81265,2020-05-18T14:54:28-04:00,medium,escalated,,,,,,CWE-399: Resource Management Errors,http://cwevis.org/browse/399,399,NuGet/XmlUtility/LoadSafe,logical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,,,,,escalated,0.98149246,1
780,Static Analysis,2020-05-18T14:51:00-04:00,81296,2020-05-18T14:54:28-04:00,medium,escalated,,,,,,CWE-399: Resource Management Errors,http://cwevis.org/browse/399,399,Microsoft/IdentityModel/Clients/ActiveDirectory/Internal/WindowsFormsWebAuthenticationDialog/ShowBrowser,logical,,,2020-05-18T14:52:00-04:00,Static Analysis,4da686da14c4bac9a6b945071ad415a27ad7c0febb93e1c5e54ed29c072d9316,202222,medium,,,CWE-404: Improper Resource Shutdown or Release,http://cwevis.org/browse/404,404,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,plain-text,Microsoft/IdentityModel/Clients/ActiveDirectory/Internal/WindowsFormsWebAuthenticationDialog/ShowBrowser,Microsoft/IdentityModel/Clients/ActiveDirectory/Internal/WindowsFormsWebAuthenticationDialog/ShowBrowser,logical,,,,,,UseObjectDisposedExceptionRule,Gendarme,GEND-UseObjectDisposedExceptionRule,Use Object Disposed Exception ,"It's usually a very bad idea to attempt to use an object after it has
been disposed. Doing so may lead to crashes in native code or any number
of other problems. In order to prevent this, and to report the problem
in a clear way, classes should throw System.ObjectDisposedException from
public methods if the object has been disposed. Note that there are some
methods which should not throw ObjectDisposedException. This includes
constructors, finalizers, Equals, GetHashCode, ToString, and Dispose.

**Bad** example:


```csharp
internal sealed class WriteStuff : IDisposable
{
    public WriteStuff (TextWriter writer)
    {
        this.writer = writer;
    }

    // Objects are generally not in a useable state after being disposed so
    // their public methods should throw ObjectDisposedException.
    public void Write (string message)
    {
        writer.Write (message);
    }

    public void Dispose ()
    {
        if (!disposed) {
            writer.Dispose ();
            disposed = true;
        }
    }

    private bool disposed;
    private TextWriter writer;
}
```
**Good** example:


```csharp
internal sealed class WriteStuff : IDisposable
{
    public WriteStuff (TextWriter writer)
    {
        this.writer = writer;
    }

    // In general all public methods should throw ObjectDisposedException
    // if Dispose has been called.
    public void Write (string message)
    {
        if (disposed) {
            throw new ObjectDisposedException (GetType ().Name);
        }

        writer.Write (message);
    }

    public void Dispose ()
    {
        if (!disposed) {
            writer.Dispose ();
            disposed = true;
        }
    }

    private bool disposed;
    private TextWriter writer;
}
```",markdown,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,,,,,escalated,0.97011214,1
781,Static Analysis,2020-05-18T14:51:00-04:00,81350,2020-05-18T14:54:28-04:00,medium,escalated,,,,,,CWE-399: Resource Management Errors,http://cwevis.org/browse/399,399,SharpCompress/IO/RewindableStream/set_Position,logical,,,2020-05-18T14:51:58-04:00,Static Analysis,4da686da14c4bac9a6b945071ad415a27ad7c0febb93e1c5e54ed29c072d9316,201132,medium,,,CWE-404: Improper Resource Shutdown or Release,http://cwevis.org/browse/404,404,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,plain-text,SharpCompress/IO/RewindableStream/set_Position,SharpCompress/IO/RewindableStream/set_Position,logical,,,,,,UseObjectDisposedExceptionRule,Gendarme,GEND-UseObjectDisposedExceptionRule,Use Object Disposed Exception ,"It's usually a very bad idea to attempt to use an object after it has
been disposed. Doing so may lead to crashes in native code or any number
of other problems. In order to prevent this, and to report the problem
in a clear way, classes should throw System.ObjectDisposedException from
public methods if the object has been disposed. Note that there are some
methods which should not throw ObjectDisposedException. This includes
constructors, finalizers, Equals, GetHashCode, ToString, and Dispose.

**Bad** example:


```csharp
internal sealed class WriteStuff : IDisposable
{
    public WriteStuff (TextWriter writer)
    {
        this.writer = writer;
    }

    // Objects are generally not in a useable state after being disposed so
    // their public methods should throw ObjectDisposedException.
    public void Write (string message)
    {
        writer.Write (message);
    }

    public void Dispose ()
    {
        if (!disposed) {
            writer.Dispose ();
            disposed = true;
        }
    }

    private bool disposed;
    private TextWriter writer;
}
```
**Good** example:


```csharp
internal sealed class WriteStuff : IDisposable
{
    public WriteStuff (TextWriter writer)
    {
        this.writer = writer;
    }

    // In general all public methods should throw ObjectDisposedException
    // if Dispose has been called.
    public void Write (string message)
    {
        if (disposed) {
            throw new ObjectDisposedException (GetType ().Name);
        }

        writer.Write (message);
    }

    public void Dispose ()
    {
        if (!disposed) {
            writer.Dispose ();
            disposed = true;
        }
    }

    private bool disposed;
    private TextWriter writer;
}
```",markdown,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,,,,,escalated,0.97011214,1
782,Static Analysis,2020-05-18T14:51:00-04:00,81436,2020-05-18T14:54:28-04:00,medium,escalated,,,,,,CWE-399: Resource Management Errors,http://cwevis.org/browse/399,399,Squirrel/Bsdiff/WrappingStream/Read,logical,,,2020-05-18T14:51:58-04:00,Static Analysis,4da686da14c4bac9a6b945071ad415a27ad7c0febb93e1c5e54ed29c072d9316,201280,medium,,,CWE-404: Improper Resource Shutdown or Release,http://cwevis.org/browse/404,404,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,plain-text,Squirrel/Bsdiff/WrappingStream/Read,Squirrel/Bsdiff/WrappingStream/Read,logical,,,,,,UseObjectDisposedExceptionRule,Gendarme,GEND-UseObjectDisposedExceptionRule,Use Object Disposed Exception ,"It's usually a very bad idea to attempt to use an object after it has
been disposed. Doing so may lead to crashes in native code or any number
of other problems. In order to prevent this, and to report the problem
in a clear way, classes should throw System.ObjectDisposedException from
public methods if the object has been disposed. Note that there are some
methods which should not throw ObjectDisposedException. This includes
constructors, finalizers, Equals, GetHashCode, ToString, and Dispose.

**Bad** example:


```csharp
internal sealed class WriteStuff : IDisposable
{
    public WriteStuff (TextWriter writer)
    {
        this.writer = writer;
    }

    // Objects are generally not in a useable state after being disposed so
    // their public methods should throw ObjectDisposedException.
    public void Write (string message)
    {
        writer.Write (message);
    }

    public void Dispose ()
    {
        if (!disposed) {
            writer.Dispose ();
            disposed = true;
        }
    }

    private bool disposed;
    private TextWriter writer;
}
```
**Good** example:


```csharp
internal sealed class WriteStuff : IDisposable
{
    public WriteStuff (TextWriter writer)
    {
        this.writer = writer;
    }

    // In general all public methods should throw ObjectDisposedException
    // if Dispose has been called.
    public void Write (string message)
    {
        if (disposed) {
            throw new ObjectDisposedException (GetType ().Name);
        }

        writer.Write (message);
    }

    public void Dispose ()
    {
        if (!disposed) {
            writer.Dispose ();
            disposed = true;
        }
    }

    private bool disposed;
    private TextWriter writer;
}
```",markdown,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,,,,,escalated,0.97011214,1
783,Static Analysis,2020-05-18T14:51:00-04:00,81447,2020-05-18T14:54:28-04:00,medium,escalated,,,,,,CWE-388: 7PK - Errors,http://cwevis.org/browse/388,388,SharpCompress/Archives/AbstractArchive/SharpCompress/Archives/IArchiveExtractionListener/FireEntryExtractionEnd,logical,,,2020-05-18T14:51:56-04:00,Static Analysis,f73cef352a0b2bf1d0cc5310f027978a051db5e56968ba97879cbcb8e22239bf,199973,medium,,,CWE-754: Improper Check for Unusual or Exceptional Conditions,http://cwevis.org/browse/754,754,"Every delegate passed to native code must include an exception block which spans the entire method and has a catch all block. Surround the entire method body with a try/catch block. An exception occurred while verifying this method. This failure can probably be ignored, it's most likely due to an uncommon code sequence in the method the rule didn't understand. Index was out of range. Must be non-negative and less than the size of the collection.
Parameter name: index",plain-text,SharpCompress/Archives/AbstractArchive/SharpCompress/Archives/IArchiveExtractionListener/FireEntryExtractionEnd,SharpCompress/Archives/AbstractArchive/SharpCompress/Archives/IArchiveExtractionListener/FireEntryExtractionEnd,logical,,,,,,DelegatesPassedToNativeCodeMustIncludeExceptionHandlingRule,Gendarme,GEND-DelegatesPassedToNativeCodeMustIncludeExceptionHandlingRule,Delegates Passed To Native Code Must Include Exception Handling ,"Every delegate which is passed to native code must include an exception
block which spans the entire method and has a catch all handler.

**Bad** example:


```csharp
public void NativeCallback ()
{
    Console.WriteLine (""{0}"", 1);
}
```
**Good** example:


```csharp
public void NativeCallback ()
{
    try {
        Console.WriteLine (""{0}"", 1);
    }
    catch {
    }
}
```",markdown,rule-e3f0972459f483bc18a68eed953b03a6c7e7fb7e495bc2047dd97eaba40f966b,Error Handling,,,,,escalated,0.88051474,1
784,Static Analysis,2020-05-18T14:51:00-04:00,81582,2020-05-18T14:54:28-04:00,medium,escalated,,,,,,CWE-189: Numeric Errors,http://cwevis.org/browse/189,189,Microsoft/Alm/Win32/Kernel32/ReadProcessMemory,logical,,,2020-05-18T14:52:00-04:00,Static Analysis,4d86688a36c57aff063fea32e661fedc9c17688ff5645712ccc6a17ac9392617,202380,medium,,,CWE-197: Numeric Truncation Error,http://cwevis.org/browse/197,197,"This method casts a [U]IntPtr to a 32-bit value which won't work on 64-bit architectures. You should always use 64 bits integers, signed or unsigned, when doing pointer math. Call to 'IntPtr.ToInt32()'.",plain-text,Microsoft/Alm/Win32/Kernel32/ReadProcessMemory,Microsoft/Alm/Win32/Kernel32/ReadProcessMemory,logical,,,,,,DoNotAssumeIntPtrSizeRule,Gendarme,GEND-DoNotAssumeIntPtrSizeRule,Do Not Assume Int Ptr Size ,"This rule checks for code which casts an **IntPtr** or **UIntPtr** into
a 32-bit (or smaller) value. It will also check if memory read with the
**Marshal.ReadInt32**and **Marshal.ReadInt64** methods is being cast
into an **IntPtr** or **UIntPtr**. **IntPtr** is generally used to
reference a memory location and downcasting them to 32-bits will make
the code fail on 64-bit CPUs.

**Bad** example (cast):


```csharp
int ptr = dest.ToInt32 ();
for (int i = 0; i < 16; i++) {
    Marshal.StructureToPtr (this, (IntPtr)ptr, false);
    ptr += 4;
}
```
**Bad** example (Marshal.Read\*):


```csharp
// that won't work on 64 bits platforms
IntPtr p = (IntPtr) Marshal.ReadInt32 (p);
```
**Good** example (cast):


```csharp
long ptr = dest.ToInt64 ();
for (int i = 0; i < 16; i++) {
    Marshal.StructureToPtr (this, (IntPtr) ptr, false);
    ptr += IntPtr.Size;
}
```
**Good** example (Marshal.Read\*):


```csharp
IntPtr p = (IntPtr) Marshal.ReadIntPtr (p);
```",markdown,rule-87c4a91bc4c9e20c70f0637bd67a4d03975f25b3ec675b9cc13d0f04540c76a6,Numeric Error,,,,,escalated,0.96271294,1
785,Static Analysis,2020-05-18T14:51:00-04:00,81588,2020-05-18T14:54:28-04:00,medium,escalated,,,,,,CWE-399: Resource Management Errors,http://cwevis.org/browse/399,399,SharpCompress/Archives/ArchiveFactory/Open,logical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,,,,,escalated,0.98149246,1
786,Static Analysis,2020-05-18T14:51:00-04:00,81629,2020-05-18T14:54:28-04:00,medium,escalated,,,,,,CWE-399: Resource Management Errors,http://cwevis.org/browse/399,399,Microsoft/Alm/Cli/Program/Clear,logical,,,2020-05-18T14:52:14-04:00,Static Analysis,9d4d0dd753ee6745414a354655547d7752c27107ac72758d72ca674f677a4473,202957,medium,,,CWE-404: Improper Resource Shutdown or Release,http://cwevis.org/browse/404,404,This disposable local is not guaranteed to be disposed of before the method returns. Use a 'using' statement or surround the local's usage with a try/finally block. Local of type 'Task' is not disposed of (is this a fluent-like API ?).,plain-text,Microsoft/Alm/Cli/Program/Clear,Microsoft/Alm/Cli/Program/Clear,logical,,,,,,EnsureLocalDisposalRule,Gendarme,GEND-EnsureLocalDisposalRule,Ensure Local Disposal ,"This rule checks that disposable locals are always disposed of before
the method returns. Use a 'using' statement (or a try/finally block) to
guarantee local disposal even in the event an unhandled exception
occurs.

**Bad** example (non-guaranteed disposal):


```csharp
void DecodeFile (string file)
{
    var stream = new StreamReader (file);
    DecodeHeader (stream);
    if (!DecodedHeader.HasContent) {
        return;
    }
    DecodeContent (stream);
    stream.Dispose ();
}
```
**Good** example (non-guaranteed disposal):


```csharp
void DecodeFile (string file)
{
    using (var stream = new StreamReader (file)) {
        DecodeHeader (stream);
        if (!DecodedHeader.HasContent) {
            return;
        }
        DecodeContent (stream);
    }
}
```
**Bad** example (not disposed of / not locally disposed of):


```csharp
void DecodeFile (string file)
{
    var stream = new StreamReader (file);
    Decode (stream);
}

void Decode (Stream stream)
{
    /*code to decode the stream*/
    stream.Dispose ();
}
```
**Good** example (not disposed of / not locally disposed of):


```csharp
void DecodeFile (string file)
{
    using (var stream = new StreamReader (file)) {
        Decode (stream);
    }
}

void Decode (Stream stream)
{
    /*code to decode the stream*/
}
```",markdown,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,,,,,escalated,0.9824454,1
787,Static Analysis,2020-05-18T14:51:00-04:00,81661,2020-05-18T14:54:28-04:00,medium,escalated,,,,,,CWE-399: Resource Management Errors,http://cwevis.org/browse/399,399,SharpCompress/Readers/AbstractReader/OpenEntryStream,logical,,,2020-05-18T14:51:58-04:00,Static Analysis,4da686da14c4bac9a6b945071ad415a27ad7c0febb93e1c5e54ed29c072d9316,201120,medium,,,CWE-404: Improper Resource Shutdown or Release,http://cwevis.org/browse/404,404,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,plain-text,SharpCompress/Readers/AbstractReader/OpenEntryStream,SharpCompress/Readers/AbstractReader/OpenEntryStream,logical,,,,,,UseObjectDisposedExceptionRule,Gendarme,GEND-UseObjectDisposedExceptionRule,Use Object Disposed Exception ,"It's usually a very bad idea to attempt to use an object after it has
been disposed. Doing so may lead to crashes in native code or any number
of other problems. In order to prevent this, and to report the problem
in a clear way, classes should throw System.ObjectDisposedException from
public methods if the object has been disposed. Note that there are some
methods which should not throw ObjectDisposedException. This includes
constructors, finalizers, Equals, GetHashCode, ToString, and Dispose.

**Bad** example:


```csharp
internal sealed class WriteStuff : IDisposable
{
    public WriteStuff (TextWriter writer)
    {
        this.writer = writer;
    }

    // Objects are generally not in a useable state after being disposed so
    // their public methods should throw ObjectDisposedException.
    public void Write (string message)
    {
        writer.Write (message);
    }

    public void Dispose ()
    {
        if (!disposed) {
            writer.Dispose ();
            disposed = true;
        }
    }

    private bool disposed;
    private TextWriter writer;
}
```
**Good** example:


```csharp
internal sealed class WriteStuff : IDisposable
{
    public WriteStuff (TextWriter writer)
    {
        this.writer = writer;
    }

    // In general all public methods should throw ObjectDisposedException
    // if Dispose has been called.
    public void Write (string message)
    {
        if (disposed) {
            throw new ObjectDisposedException (GetType ().Name);
        }

        writer.Write (message);
    }

    public void Dispose ()
    {
        if (!disposed) {
            writer.Dispose ();
            disposed = true;
        }
    }

    private bool disposed;
    private TextWriter writer;
}
```",markdown,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,,,,,escalated,0.97011214,1
788,Static Analysis,2020-05-18T14:51:00-04:00,81816,2020-05-18T14:54:28-04:00,medium,escalated,,,,,,CWE-399: Resource Management Errors,http://cwevis.org/browse/399,399,Mono/Cecil/ModuleWriter/WriteModuleTo,logical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,,,,,escalated,0.98149246,1
789,Static Analysis,2020-05-18T14:51:00-04:00,81865,2020-05-18T14:54:28-04:00,medium,escalated,,,,,,CWE-399: Resource Management Errors,http://cwevis.org/browse/399,399,SharpCompress/Compressors/LZMA/LZipStream/Read,logical,,,2020-05-18T14:51:58-04:00,Static Analysis,4da686da14c4bac9a6b945071ad415a27ad7c0febb93e1c5e54ed29c072d9316,201152,medium,,,CWE-404: Improper Resource Shutdown or Release,http://cwevis.org/browse/404,404,A method of an IDisposable type does not throw System.ObjectDisposedException. Throw ObjectDisposedException if the object has been disposed.,plain-text,SharpCompress/Compressors/LZMA/LZipStream/Read,SharpCompress/Compressors/LZMA/LZipStream/Read,logical,,,,,,UseObjectDisposedExceptionRule,Gendarme,GEND-UseObjectDisposedExceptionRule,Use Object Disposed Exception ,"It's usually a very bad idea to attempt to use an object after it has
been disposed. Doing so may lead to crashes in native code or any number
of other problems. In order to prevent this, and to report the problem
in a clear way, classes should throw System.ObjectDisposedException from
public methods if the object has been disposed. Note that there are some
methods which should not throw ObjectDisposedException. This includes
constructors, finalizers, Equals, GetHashCode, ToString, and Dispose.

**Bad** example:


```csharp
internal sealed class WriteStuff : IDisposable
{
    public WriteStuff (TextWriter writer)
    {
        this.writer = writer;
    }

    // Objects are generally not in a useable state after being disposed so
    // their public methods should throw ObjectDisposedException.
    public void Write (string message)
    {
        writer.Write (message);
    }

    public void Dispose ()
    {
        if (!disposed) {
            writer.Dispose ();
            disposed = true;
        }
    }

    private bool disposed;
    private TextWriter writer;
}
```
**Good** example:


```csharp
internal sealed class WriteStuff : IDisposable
{
    public WriteStuff (TextWriter writer)
    {
        this.writer = writer;
    }

    // In general all public methods should throw ObjectDisposedException
    // if Dispose has been called.
    public void Write (string message)
    {
        if (disposed) {
            throw new ObjectDisposedException (GetType ().Name);
        }

        writer.Write (message);
    }

    public void Dispose ()
    {
        if (!disposed) {
            writer.Dispose ();
            disposed = true;
        }
    }

    private bool disposed;
    private TextWriter writer;
}
```",markdown,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,,,,,escalated,0.97011214,1
790,Static Analysis,2020-05-18T14:51:00-04:00,81909,2020-05-18T14:54:28-04:00,medium,escalated,,,,,,CWE-227: 7PK - API Abuse,http://cwevis.org/browse/227,227,SharpCompress/Common/ArchiveException/(self),logical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rule-dc56fd6c6aaaf7aef3e91a691e1f8bd8f7311763a2d3286fce16c6c5cf52b5e2,API Abuse,"The software uses an API in a manner contrary to its intended use.

An API is a contract between a caller and a callee. The most common forms of API misuse occurs when the caller does not honor its end of this contract. For example, if a program does not call chdir() after calling chroot(), it violates the contract that specifies how to change the active root directory in a secure fashion. Another good example of library abuse is expecting the callee to return trustworthy DNS information to the caller. In this case, the caller misuses the callee API by making certain assumptions about its behavior (that the return value can be used for authentication purposes). One can also violate the caller-callee contract from the other side. For example, if a coder subclasses SecureRandom and returns a non-random value, the contract is violated.",markdown,,,escalated,0.94525355,1
791,Static Analysis,2020-05-18T14:51:00-04:00,82071,2020-05-18T14:54:28-04:00,medium,escalated,,,,,,CWE-399: Resource Management Errors,http://cwevis.org/browse/399,399,Squirrel/SingleGlobalInstance/(self),logical,,,2020-05-18T14:51:56-04:00,Static Analysis,d480f4515175882feb5d70fe961abb1e58597f2d010a11afc60ba05b3bff4a5f,199995,medium,,,CWE-404: Improper Resource Shutdown or Release,http://cwevis.org/browse/404,404,This type contains disposable field(s) which aren't disposed. Ensure that every disposable field(s) is correctly disposed. Since handle is Disposable Dispose() should call handle.Dispose(),plain-text,Squirrel/SingleGlobalInstance/(self),Squirrel/SingleGlobalInstance/(self),logical,,,,,,DisposableFieldsShouldBeDisposedRule,Gendarme,GEND-DisposableFieldsShouldBeDisposedRule,Disposable Fields Should Be Disposed ,"The rule inspects all fields for disposable types and, if
**System.IDisposable** is implemented, checks that the type's
**Dispose** method does indeed call **Dispose** on all disposable
fields.

**Bad** example:


```csharp
class DoesNotDisposeMember : IDisposable {
    byte[] buffer;
    IDisposable field;

    public void Dispose ()
    {
        buffer = null;
        // field is not disposed
    }
}
```
**Good** example:


```csharp
class DisposePattern : IDisposable {
    byte[] buffer;
    IDisposable field;
    bool disposed;

    public void Dispose ()
    {
        Dispose (true);
    }

    private void Dispose (bool disposing)
    {
        if (!disposed) {
            if (disposing) {
                field.Dispose ();
            }
            buffer = null;
            disposed = true;
        }
    }
}
```",markdown,rule-74223147079737f90d205ec176c32332ae9114fde2098ea7c7f8d5992846bb67,Resource Management,,,,,escalated,0.9787396,1
792,Static Analysis,2020-05-18T14:51:00-04:00,82082,2020-05-18T14:54:28-04:00,medium,false-positive,"path = require('path');

  CSON = require('season');

  yargs = require('yargs');",5,,,,CWE-665: Improper Initialization,http://cwevis.org/browse/665,665,Atom x64/resources/app/apm/lib/enable.js,file,8,8,2020-05-18T14:51:34-04:00,Static Analysis,bd14e21bfff1754a27286f13ad1eb7e7dd92ce5a98a9654e6a00e776e6060541,192406,medium,,,CWE-457: Use of Uninitialized Variable,http://cwevis.org/browse/457,457,'require' is not defined.,plain-text,Atom x64/resources/app/apm/lib/enable.js,C:\ProgramData\Code Dx\codedx_appdata\temp-files\store8838356813798345838_atom-x64-windows-390648966\Atom x64\resources\app\apm\lib\enable.js,file,17,10,8,8,,no-undef,ESLint,ESLINT-no-undef,Disallow undeclared variables,"This rule can help you locate potential ReferenceErrors resulting from misspellings of variable and parameter names, or accidental implicit globals (for example, from forgetting the `var` keyword in a `for` loop initializer).

## Rule Details

Any reference to an undeclared variable causes a warning, unless the variable is explicitly mentioned in a `/*global ...*/` comment, or specified in the [`globals` key in the configuration file](https://eslint.org/docs/user-guide/configuring#specifying-globals). A common use case for these is if you intentionally use globals that are defined elsewhere (e.g. in a script sourced from HTML).

Examples of **incorrect** code for this rule:

```js
/*eslint no-undef: ""error""*/

var foo = someFunction();
var bar = a + 1;
```

Examples of **correct** code for this rule with `global` declaration:

```js
/*global someFunction, a*/
/*eslint no-undef: ""error""*/

var foo = someFunction();
var bar = a + 1;
```

Note that this rule does not disallow assignments to read-only global variables.
See [no-global-assign](https://eslint.org/docs/rules/no-global-assign) if you also want to disallow those assignments.

This rule also does not disallow redeclarations of global variables.
See [no-redeclare](https://eslint.org/docs/rules/no-redeclare) if you also want to disallow those redeclarations.

## Environments

For convenience, ESLint provides shortcuts that pre-define global variables exposed by popular libraries and runtime environments. This rule supports these environments, as listed in [Specifying Environments](https://eslint.org/docs/user-guide/configuring#specifying-environments).  A few examples are given below.

### browser

Examples of **correct** code for this rule with `browser` environment:

```js
/*eslint no-undef: ""error""*/
/*eslint-env browser*/

setTimeout(function() {
    alert(""Hello"");
});
```

### Node.js

Examples of **correct** code for this rule with `node` environment:

```js
/*eslint no-undef: ""error""*/
/*eslint-env node*/

var fs = require(""fs"");
module.exports = function() {
    console.log(fs);
};
```

## When Not To Use It

If explicit declaration of global variables is not to your taste.

## Compatibility

This rule provides compatibility with treatment of global variables in [JSHint](http://jshint.com/) and [JSLint](http://www.jslint.com).

## Related Rules

* [no-global-assign](https://eslint.org/docs/rules/no-global-assign)
* [no-redeclare](https://eslint.org/docs/rules/no-redeclare)

## Resources

* [Rule source](https://github.com/eslint/eslint/tree/master/lib/rules/no-undef.js)
* [Documentation source](https://github.com/eslint/eslint/tree/master/docs/rules/no-undef.md)",markdown,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,"The software does not initialize or incorrectly initializes a resource, which might leave the resource in an unexpected state when it is accessed or used.

This can have security implications when the associated resource is expected to have certain properties or values, such as a variable that determines whether a user has been authenticated or not.",markdown,,,False,0.051270783,0
793,Static Analysis,2020-05-18T14:51:00-04:00,82083,2020-05-18T14:54:28-04:00,medium,false-positive,"config = require('./apm');

  Command = require('./command');

  module.exports = Enable = (function() {
    class Enable extends Command {",11,,,,CWE-665: Improper Initialization,http://cwevis.org/browse/665,665,Atom x64/resources/app/apm/lib/enable.js,file,14,14,2020-05-18T14:51:34-04:00,Static Analysis,bd14e21bfff1754a27286f13ad1eb7e7dd92ce5a98a9654e6a00e776e6060541,192411,medium,,,CWE-457: Use of Uninitialized Variable,http://cwevis.org/browse/457,457,'require' is not defined.,plain-text,Atom x64/resources/app/apm/lib/enable.js,C:\ProgramData\Code Dx\codedx_appdata\temp-files\store8838356813798345838_atom-x64-windows-390648966\Atom x64\resources\app\apm\lib\enable.js,file,20,13,14,14,,no-undef,ESLint,ESLINT-no-undef,Disallow undeclared variables,"This rule can help you locate potential ReferenceErrors resulting from misspellings of variable and parameter names, or accidental implicit globals (for example, from forgetting the `var` keyword in a `for` loop initializer).

## Rule Details

Any reference to an undeclared variable causes a warning, unless the variable is explicitly mentioned in a `/*global ...*/` comment, or specified in the [`globals` key in the configuration file](https://eslint.org/docs/user-guide/configuring#specifying-globals). A common use case for these is if you intentionally use globals that are defined elsewhere (e.g. in a script sourced from HTML).

Examples of **incorrect** code for this rule:

```js
/*eslint no-undef: ""error""*/

var foo = someFunction();
var bar = a + 1;
```

Examples of **correct** code for this rule with `global` declaration:

```js
/*global someFunction, a*/
/*eslint no-undef: ""error""*/

var foo = someFunction();
var bar = a + 1;
```

Note that this rule does not disallow assignments to read-only global variables.
See [no-global-assign](https://eslint.org/docs/rules/no-global-assign) if you also want to disallow those assignments.

This rule also does not disallow redeclarations of global variables.
See [no-redeclare](https://eslint.org/docs/rules/no-redeclare) if you also want to disallow those redeclarations.

## Environments

For convenience, ESLint provides shortcuts that pre-define global variables exposed by popular libraries and runtime environments. This rule supports these environments, as listed in [Specifying Environments](https://eslint.org/docs/user-guide/configuring#specifying-environments).  A few examples are given below.

### browser

Examples of **correct** code for this rule with `browser` environment:

```js
/*eslint no-undef: ""error""*/
/*eslint-env browser*/

setTimeout(function() {
    alert(""Hello"");
});
```

### Node.js

Examples of **correct** code for this rule with `node` environment:

```js
/*eslint no-undef: ""error""*/
/*eslint-env node*/

var fs = require(""fs"");
module.exports = function() {
    console.log(fs);
};
```

## When Not To Use It

If explicit declaration of global variables is not to your taste.

## Compatibility

This rule provides compatibility with treatment of global variables in [JSHint](http://jshint.com/) and [JSLint](http://www.jslint.com).

## Related Rules

* [no-global-assign](https://eslint.org/docs/rules/no-global-assign)
* [no-redeclare](https://eslint.org/docs/rules/no-redeclare)

## Resources

* [Rule source](https://github.com/eslint/eslint/tree/master/lib/rules/no-undef.js)
* [Documentation source](https://github.com/eslint/eslint/tree/master/docs/rules/no-undef.md)",markdown,rule-05fd548cb946f6aefd3831fe4f1fd046e1827757e07f877f3a087b0ed98a03bf,Initialization,"The software does not initialize or incorrectly initializes a resource, which might leave the resource in an unexpected state when it is accessed or used.

This can have security implications when the associated resource is expected to have certain properties or values, such as a variable that determines whether a user has been authenticated or not.",markdown,,,False,0.051270783,0
